,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,year,month,num_amount
607,602-0007-0255-00,3791 S Broadlawn Cr,1266,510,1950,08-28-2009,"$132,000",7,3,1,0,170937.0,WD - Warranty Deed (Conv),1,0.113,"$3,774.02",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,25880,0,159040,184920,0,0,0,"$3,774.02",3791,,S Broadlawn Cr,Cincinnati,OH,"3791 S Broadlawn Cr Cincinnati, OH","3791 S Broadlawn Cir, Silverton, OH 45236, USA",-84.40743820000002,39.19495819999999,2009,8,132000
608,602-0007-0270-00,6913 Ohio Ave,1265,510,1950,04-30-2009,"$124,000",6,3,1,0,264629.0,WD - Warranty Deed (Conv),1,0.133,"$4,387.42",66.201936,CINCINNATI CSD,60201 - SILVERTON 01,No,No,No,Yes,No,Yes,26770,0,188230,215000,0,0,0,"$4,387.42",6913,,Ohio Ave,Cincinnati,OH,"6913 Ohio Ave Cincinnati, OH","6913 Ohio Ave, Cincinnati, OH 45236, USA",-84.4050038,39.1945811,2009,4,124000
609,602-0009-0046-00,3804 Thornton Dr,1236,510,1940,04-10-2009,"$133,000",5,2,2,0,246577.0,WD - Warranty Deed (Conv),1,0.12,"$4,744.98",66.02998,DEER PARK CSD,60205 - SILVERTON 05,No,No,No,Yes,No,Yes,28860,0,199640,228500,0,0,0,"$4,744.98",3804,,Thornton Dr,Cincinnati,OH,"3804 Thornton Dr Cincinnati, OH","3804 Thornton Dr, Cincinnati, OH 45236, USA",-84.4066402,39.199824,2009,4,133000
610,602-0009-0118-00,3852 Gardner Ave,1158,510,1939,06-02-2009,"$123,500",6,3,1,0,22826.0,WD - Warranty Deed (Conv),1,0.122,"$3,077.38",66.02998,DEER PARK CSD,60205 - SILVERTON 05,No,No,No,Yes,No,Yes,28860,0,119130,147990,0,0,0,"$3,077.38",3852,,Gardner Ave,Cincinnati,OH,"3852 Gardner Ave Cincinnati, OH","3852 Gardner Ave, Cincinnati, OH 45236, USA",-84.4046851,39.2004307,2009,6,123500
611,608-0008-0341-00,10816 Thornview Dr,1053,510,1959,07-06-2009,"$107,500",6,3,1,0,24489.0,WD - Warranty Deed (Conv),1,0.405,"$1,551.23",46.033844,PRINCETON CSD,60813 - SHARONVILLE 13,No,No,Yes,Yes,No,Yes,52010,0,83300,135310,0,0,0,$775.62,10816,,Thornview Dr,Cincinnati,OH,"10816 Thornview Dr Cincinnati, OH","10816 Thornview Dr, Cincinnati, OH 45241, USA",-84.40469999999999,39.262958,2009,7,107500
612,608-0008-0426-00,10921 Thornview Dr,1050,510,1962,07-15-2009,"$119,000",6,4,2,0,197388.0,WD - Warranty Deed (Conv),1,0.349,"$2,120.49",46.033844,PRINCETON CSD,60802 - SHARONVILLE 02,No,No,Yes,Yes,No,Yes,43540,0,131890,175430,0,0,0,"$2,120.49",10921,,Thornview Dr,Cincinnati,OH,"10921 Thornview Dr Cincinnati, OH","10921 Thornview Dr, Cincinnati, OH 45241, USA",-84.4048936,39.2656989,2009,7,119000
613,608-0012-0142-00,11169 Macar Dr,1106,510,1956,04-09-2009,"$133,000",5,3,1,0,20740.0,WD - Warranty Deed (Conv),1,0.225,"$2,543.31",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,52630,0,126030,178660,0,0,0,"$2,543.31",11169,,Macar Dr,Cincinnati,OH,"11169 Macar Dr Cincinnati, OH","11169 Macar Dr, Cincinnati, OH 45241, USA",-84.4005648,39.2714094,2009,4,133000
614,608-0013-0083-00,11107 Mulligan St,852,510,1960,07-27-2009,"$125,000",7,3,2,0,25632.0,WD - Warranty Deed (Conv),1,0.246,"$2,353.57",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,No,No,Yes,No,Yes,53630,0,111660,165290,0,0,0,"$2,353.57",11107,,Mulligan St,Cincinnati,OH,"11107 Mulligan St Cincinnati, OH","11107 Mulligan St, Cincinnati, OH 45241, USA",-84.393934,39.2696456,2009,7,125000
615,608-0013-0168-00,3953 Sharonview Dr,1102,510,1964,06-04-2009,"$128,900",5,3,1,1,273478.0,QE - Quit Claim Deed (EX),1,0.224,"$2,793.79",46.033844,PRINCETON CSD,60805 - SHARONVILLE 05,No,Yes,No,No,No,Yes,50300,0,138740,189040,0,0,0,"$2,793.79",3953,,Sharonview Dr,Cincinnati,OH,"3953 Sharonview Dr Cincinnati, OH","3953 Sharonview Dr, Cincinnati, OH 45241, USA",-84.3977085,39.2701242,2009,6,128900
616,608-0015-0049-00,11076 Woodward Ln,999,510,1948,07-28-2009,"$128,000",5,3,2,0,279742.0,SV - Survivorship Deed (Conv),1,0.398,"$1,695.87",46.033844,PRINCETON CSD,60806 - SHARONVILLE 06,YES(23),Yes,No,No,No,Yes,33510,0,81030,114540,0,0,0,"$1,695.87",11076,,Woodward Ln,Cincinnati,OH,"11076 Woodward Ln Cincinnati, OH","11076 Woodward Ln, Cincinnati, OH 45241, USA",-84.4357035,39.2716706,2009,7,128000
617,608-0017-0083-00,10610 Lemarie Dr,918,510,1959,06-16-2009,"$115,000",5,3,1,0,279713.0,WD - Warranty Deed (Conv),1,0.164,"$2,807.69",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,Yes,No,No,No,Yes,43780,0,146220,190000,0,0,0,"$2,807.69",10610,,Lemarie Dr,Cincinnati,OH,"10610 Lemarie Dr Cincinnati, OH","10610 Lemarie Dr, Cincinnati, OH 45241, USA",-84.3950484,39.2582266,2009,6,115000
618,608-0017-0174-00,10493 Thornview Dr,945,510,1959,04-24-2009,"$111,050",5,3,1,1,217609.0,WD - Warranty Deed (Conv),1,0.168,"$2,718.59",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,43780,0,146880,190660,0,0,0,"$2,718.59",10493,,Thornview Dr,Cincinnati,OH,"10493 Thornview Dr Cincinnati, OH","10493 Thornview Dr, Cincinnati, OH 45241, USA",-84.3957648,39.2550534,2009,4,111050
619,608-0017-0248-00,4028 Beavercreek Cr,1065,510,1960,05-27-2009,"$123,000",4,2,2,0,86820.0,WD - Warranty Deed (Conv),1,0.165,"$2,847.81",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,43780,0,156330,200110,0,0,0,"$2,847.81",4028,,Beavercreek Cr,Cincinnati,OH,"4028 Beavercreek Cr Cincinnati, OH","4028 Beavercreek Cir, Cincinnati, OH 45241, USA",-84.3964204,39.2568728,2009,5,123000
620,608-0017-0281-00,4025 Beavercreek Cr,945,510,1960,08-03-2009,"$129,500",5,3,1,1,101418.0,QE - Quit Claim Deed (EX),1,0.166,"$2,698.99",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,43780,0,145870,189650,0,0,0,"$2,698.99",4025,,Beavercreek Cr,Cincinnati,OH,"4025 Beavercreek Cr Cincinnati, OH","4025 Beavercreek Cir, Sharonville, OH 45241, USA",-84.39682409999999,39.2571397,2009,8,129500
621,608-0020-0131-00,3919 Creek Rd,1140,510,1956,05-11-2009,"$134,500",5,3,1,2,21918.0,WD - Warranty Deed (Conv),1,0.165,"$2,940.19",46.033844,PRINCETON CSD,60801 - SHARONVILLE 01,No,No,No,Yes,No,Yes,43780,0,162720,206500,0,0,0,"$2,940.19",3919,,Creek Rd,Cincinnati,OH,"3919 Creek Rd Cincinnati, OH","3919 Creek Rd, Cincinnati, OH 45241, USA",-84.397916,39.2645952,2009,5,134500
622,608-0024-0073-00,1583 Continental Dr,1080,510,1962,07-01-2009,"$118,000",5,2,2,0,116900.0,WD - Warranty Deed (Conv),1,0.214,"$2,093.27",46.033844,PRINCETON CSD,60808 - SHARONVILLE 08,No,No,No,Yes,No,Yes,33800,0,113140,146940,0,0,0,"$2,093.27",1583,,Continental Dr,Cincinnati,OH,"1583 Continental Dr Cincinnati, OH","1583 Continental Dr, Cincinnati, OH 45246, USA",-84.4448038,39.297344,2009,7,118000
623,608-0029-0023-00,4919 Fields Ertel Rd,1000,510,1947,06-17-2009,"$126,000",6,3,1,1,79723.0,WD - Warranty Deed (Conv),1,0.514,"$1,773.88",46.033844,PRINCETON CSD,60810 - SHARONVILLE 10,No,No,No,No,No,Yes,39940,0,80160,120100,0,0,0,"$1,773.88",4919,,Fields Ertel Rd,Cincinnati,OH,"4919 Fields Ertel Rd Cincinnati, OH","4919 Fields Ertel Rd, Cincinnati, OH 45241, USA",-84.382514,39.2955759,2009,6,126000
624,608-0029-0140-00,5252 Londonderry Dr,1252,555,1987,07-27-2009,"$125,000",5,2,2,1,246852.0,WD - Warranty Deed (Conv),1,0.045,"$2,167.44",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,No,No,No,Yes,No,Yes,30000,0,122500,152500,0,0,0,"$2,167.44",5252,,Londonderry Dr,Cincinnati,OH,"5252 Londonderry Dr Cincinnati, OH","5252 Londonderry Dr, Cincinnati, OH 45241, USA",-84.382047,39.29225599999999,2009,7,125000
625,608-0030-0181-00,5060 Lord Alfred Ct,1212,555,1989,02-02-2009,"$146,900",5,2,2,1,252475.0,WD - Warranty Deed (Conv),1,0.039,"$2,380.30",46.033844,PRINCETON CSD,60821 - TENNYSON LANDO,No,No,No,Yes,No,Yes,30000,0,137500,167500,0,0,0,"$2,380.30",5060,,Lord Alfred Ct,Cincinnati,OH,"5060 Lord Alfred Ct Cincinnati, OH","5060 Lord Alfred Ct, Cincinnati, OH 45241, USA",-84.38061239999999,39.2875431,2009,2,146900
626,608-0032-0129-00,5587 Dickens Dr,952,555,1986,07-07-2009,"$117,500",4,2,1,1,278480.0,WD - Warranty Deed (Conv),1,0.036,"$2,390.16",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,No,No,No,Yes,No,Yes,30000,0,138000,168000,0,0,0,"$2,390.16",5587,,Dickens Dr,Cincinnati,OH,"5587 Dickens Dr Cincinnati, OH","5587 Dickens Dr, Cincinnati, OH 45241, USA",-84.3773441,39.292175,2009,7,117500
627,608-0032-0313-00,12041 Legacy Ct,1184,555,1988,04-30-2009,"$216,000",4,2,2,1,348276.0,WD - Warranty Deed (Conv),1,0.066,"$4,815.76",46.033844,PRINCETON CSD,60819 - COPPERFIELD LANDO,No,No,No,Yes,No,Yes,30000,0,309130,339130,0,0,0,"$4,815.76",12041,,Legacy Ct,Cincinnati,OH,"12041 Legacy Ct Cincinnati, OH","12041 Legacy Ct, Cincinnati, OH 45241, USA",-84.3765213,39.29104299999999,2009,4,216000
628,609-0003-0212-00,4123 Hoffman Ave,1082,510,1949,06-23-2009,"$123,600",7,3,2,0,89898.0,WD - Warranty Deed (Conv),1,0.105,"$3,710.33",69.215924,DEER PARK CSD,60902 - DEER PARK 02,No,No,No,Yes,No,Yes,27500,0,142410,169910,0,0,0,"$3,710.33",4123,,Hoffman Ave,Cincinnati,OH,"4123 Hoffman Ave Cincinnati, OH","4123 Hoffman Ave, Cincinnati, OH 45236, USA",-84.3979964,39.2055877,2009,6,123600
629,609-0005-0148-00,4266 Duneden Ave,884,510,1928,07-30-2009,"$118,000",5,2,1,0,112465.0,WD - Warranty Deed (Conv),1,0.149,"$3,062.23",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,36870,0,103430,140300,0,0,0,"$3,062.23",4266,,Duneden Ave,Cincinnati,OH,"4266 Duneden Ave Cincinnati, OH","4266 Duneden Ave, Deer Park, OH 45236, USA",-84.3917585,39.2038822,2009,7,118000
630,609-0005-0202-00,4270 Redmont Ave,1237,510,1925,07-20-2009,"$122,500",5,2,1,1,226692.0,WD - Warranty Deed (Conv),1,0.148,"$4,117.47",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,Yes,No,No,No,Yes,36140,0,146760,182900,0,0,0,"$4,117.47",4270,,Redmont Ave,Cincinnati,OH,"4270 Redmont Ave Cincinnati, OH","4270 Redmont Ave, Cincinnati, OH 45236, USA",-84.3921877,39.2030616,2009,7,122500
631,609-0007-0145-00,3740 Lansdowne Ave,1123,510,1928,06-16-2009,"$136,000",6,3,1,0,309940.0,QE - Quit Claim Deed (EX),1,0.158,"$6,171.81",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,39660,0,243340,283000,0,0,0,"$6,171.81",3740,,Lansdowne Ave,Cincinnati,OH,"3740 Lansdowne Ave Cincinnati, OH","3740 Lansdowne Ave, Cincinnati, OH 45236, USA",-84.40706879999999,39.2022288,2009,6,136000
632,609-0007-0201-00,4041 Lansdowne Ave,1008,510,1928,08-18-2009,"$120,500",5,2,1,0,334478.0,WD - Warranty Deed (Conv),1,0.169,"$3,416.79",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,39660,0,116910,156570,0,0,0,"$1,712.46",4041,,Lansdowne Ave,Cincinnati,OH,"4041 Lansdowne Ave Cincinnati, OH","4041 Lansdowne Ave, Cincinnati, OH 45236, USA",-84.4011996,39.20139410000001,2009,8,120500
633,609-0007-0271-00,7211 Virginia Ave,1220,510,1940,05-01-2009,"$103,000",6,2,2,0,340051.0,WD - Warranty Deed (Conv),1,0.149,"$4,785.23",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,38120,0,181010,219130,0,0,0,"$4,785.23",7211,,Virginia Ave,Cincinnati,OH,"7211 Virginia Ave Cincinnati, OH","7211 Virginia Ave, Cincinnati, OH 45236, USA",-84.4023386,39.19977040000001,2009,5,103000
634,609-0010-0017-00,4345 Clifford Rd,878,510,1927,07-14-2009,"$130,000",5,2,1,0,146344.0,WD - Warranty Deed (Conv),1,0.183,"$3,567.01",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,39420,0,123830,163250,0,0,0,"$3,567.01",4345,,Clifford Rd,Cincinnati,OH,"4345 Clifford Rd Cincinnati, OH","4345 Clifford Rd, Cincinnati, OH 45236, USA",-84.39008570000001,39.2015041,2009,7,130000
635,609-0010-0039-00,4253 Orchard Ln,886,510,1940,08-04-2009,"$107,500",5,2,1,0,72298.0,WD - Warranty Deed (Conv),1,0.186,"$3,205.99",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,No,No,Yes,39420,0,102910,142330,0,0,0,"$3,205.99",4253,,Orchard Ln,Cincinnati,OH,"4253 Orchard Ln Cincinnati, OH","4253 Orchard Ln, Deer Park, OH 45236, USA",-84.39331849999999,39.2009206,2009,8,107500
636,609-0012-0078-00,4310 Glenway Ave,1066,510,1940,04-02-2009,"$116,500",6,3,1,1,290986.0,WE - Warranty Deed (EX),1,0.123,"$4,270.77",69.215924,DEER PARK CSD,60905 - DEER PARK 05,No,No,No,Yes,No,Yes,29480,0,166130,195610,0,0,0,"$4,270.77",4310,,Glenway Ave,Cincinnati,OH,"4310 Glenway Ave Cincinnati, OH","4310 Glenway Ave, Cincinnati, OH 45205, USA",-84.5854579,39.1142318,2009,4,116500
637,609-0013-0091-00,7712 Monticello Ave,996,510,1941,08-28-2009,"$118,000",5,2,1,0,27304.0,WD - Warranty Deed (Conv),1,0.152,"$3,357.99",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,36770,0,116980,153750,0,0,0,"$3,357.99",7712,,Monticello Ave,Cincinnati,OH,"7712 Monticello Ave Cincinnati, OH","7712 Monticello Ave, Deer Park, OH 45236, USA",-84.4002967,39.20421150000001,2009,8,118000
638,609-0013-0098-00,7722 Moss Ct,1032,510,1940,07-02-2009,"$136,000",5,2,1,0,173555.0,WD - Warranty Deed (Conv),1,0.146,"$3,963.22",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,35700,0,146150,181850,0,0,0,"$3,963.22",7722,,Moss Ct,Cincinnati,OH,"7722 Moss Ct Cincinnati, OH","7722 Moss Ct, Cincinnati, OH 45236, USA",-84.4013286,39.2048506,2009,7,136000
639,609-0013-0124-00,7716 Monticello Ave,1065,510,1941,05-11-2009,"$114,900",6,3,2,0,21937.0,LW - Limited Warrant Deed (Conv),1,0.15,"$3,807.89",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,36770,0,137540,174310,0,0,0,"$3,807.89",7716,,Monticello Ave,Cincinnati,OH,"7716 Monticello Ave Cincinnati, OH","7716 Monticello Ave, Deer Park, OH 45236, USA",-84.4002967,39.2043735,2009,5,114900
640,609-0013-0310-00,3839 Macnicholas Ave,1279,510,1947,08-04-2009,"$130,000",5,2,1,1,160007.0,SV - Survivorship Deed (Conv),1,0.145,"$4,157.85",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,34770,0,155600,190370,0,0,0,"$4,157.85",3839,,Macnicholas Ave,Cincinnati,OH,"3839 Macnicholas Ave Cincinnati, OH","3839 Mac Nicholas Ave, Cincinnati, OH 45236, USA",-84.40494489999999,39.2043436,2009,8,130000
641,609-0013-0345-00,3780 Macnicholas Ave,1048,510,1946,07-17-2009,"$127,500",5,2,1,0,25208.0,WD - Warranty Deed (Conv),1,0.123,"$3,907.86",69.215924,DEER PARK CSD,60903 - DEER PARK 03,No,No,No,Yes,No,Yes,33960,0,145350,179310,0,0,0,"$3,907.86",3780,,Macnicholas Ave,Cincinnati,OH,"3780 Macnicholas Ave Cincinnati, OH","3780 Mac Nicholas Ave, Deer Park, OH 45236, USA",-84.40699959999999,39.2049734,2009,7,127500
642,609-0013-0478-00,7817 Gail Dr,1130,510,1953,03-02-2009,"$143,250",6,3,1,1,19234.0,WD - Warranty Deed (Conv),1,0.123,"$4,278.31",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,32900,0,163230,196130,0,0,0,"$4,278.31",7817,,Gail Dr,Cincinnati,OH,"7817 Gail Dr Cincinnati, OH","7817 Gail Dr, Deer Park, OH 45236, USA",-84.4055927,39.2062551,2009,3,143250
643,609-0013-0570-00,7841 Quarter Maine Ave,1248,510,1955,07-01-2009,"$137,000",5,3,1,2,303479.0,WD - Warranty Deed (Conv),1,0.122,"$5,538.47",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,32900,0,221100,254000,0,0,0,"$5,538.47",7841,,Quarter Maine Ave,Cincinnati,OH,"7841 Quarter Maine Ave Cincinnati, OH","7841 Quarter Maine Ave, Cincinnati, OH 45236, USA",-84.4064695,39.2071548,2009,7,137000
644,609-0013-0602-00,3732 Frontenac Ave,1188,510,1957,04-13-2009,"$148,000",6,3,1,1,113204.0,WD - Warranty Deed (Conv),1,0.19,"$4,612.95",69.215924,DEER PARK CSD,60904 - DEER PARK 04,No,No,No,Yes,No,Yes,40250,0,171250,211500,0,0,0,"$4,612.95",3732,,Frontenac Ave,Cincinnati,OH,"3732 Frontenac Ave Cincinnati, OH","3732 Frontenac Ave, Cincinnati, OH 45236, USA",-84.4070435,39.2078651,2009,4,148000
645,609-0015-0187-00,7316 Richmond Ave,1250,510,1945,07-30-2009,"$154,000",6,3,2,0,365353.0,WD - Warranty Deed (Conv),1,0.102,"$4,545.84",69.215924,DEER PARK CSD,60901 - DEER PARK 01,YES(13),No,No,Yes,No,Yes,27740,0,180690,208430,0,0,0,"$4,545.84",7316,,Richmond Ave,Cincinnati,OH,"7316 Richmond Ave Cincinnati, OH","7316 Richmond Ave, Cincinnati, OH 45236, USA",-84.38575329999999,39.2010122,2009,7,154000
646,609-0015-0223-00,7323 Richmond Ave,1275,510,1946,04-02-2009,"$129,500",6,3,1,0,220154.0,WD - Warranty Deed (Conv),1,0.099,"$4,362.00",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,26280,0,173750,200030,0,0,0,"$4,362.00",7323,,Richmond Ave,Cincinnati,OH,"7323 Richmond Ave Cincinnati, OH","7323 Richmond Ave, Deer Park, OH 45236, USA",-84.3862163,39.20110529999999,2009,4,129500
647,609-0015-0292-00,7312 Irwin Ave,1188,510,1952,05-01-2009,"$134,500",5,3,1,1,108686.0,WD - Warranty Deed (Conv),1,0.093,"$3,618.13",69.215924,DEER PARK CSD,60901 - DEER PARK 01,No,No,No,Yes,No,Yes,25990,0,139650,165640,0,0,0,"$3,618.13",7312,,Irwin Ave,Cincinnati,OH,"7312 Irwin Ave Cincinnati, OH","7312 Irwin Ave, Cincinnati, OH 45236, USA",-84.38779129999999,39.2010271,2009,5,134500
648,611-0080-0095-00,9771 Otterbein Rd,1107,510,1960,07-08-2009,"$125,000",5,3,2,0,312980.0,QU - Quit Claim Deed (Conv),1,0.984,"$2,709.62",46.033844,PRINCETON CSD,61110 - EVENDALE 10,No,No,No,Yes,No,No,63500,0,126450,189950,0,0,0,"$2,709.62",9771,,Otterbein Rd,Cincinnati,OH,"9771 Otterbein Rd Cincinnati, OH","9771 Otterbein Rd, Cincinnati, OH 45241, USA",-84.423677,39.2382621,2009,7,125000
649,612-0010-0129-00,8855 Brittany Dr,1148,510,1961,08-06-2009,"$173,000",6,3,1,1,308422.0,WD - Warranty Deed (Conv),1,0.192,"$2,737.95",47.604103,SYCAMORE CSD,61223 - BLUE ASH 23,No,No,Yes,Yes,No,Yes,50740,0,159540,210280,0,0,0,"$2,737.95",8855,,Brittany Dr,Montgomery,OH,"8855 Brittany Dr Montgomery, OH","8855 Brittany Dr, Cincinnati, OH 45242, USA",-84.3811103,39.219069,2009,8,173000
650,612-0030-0332-00,9362 Wynnecrest Dr,1092,510,1959,08-26-2009,"$134,000",5,3,1,0,265048.0,QE - Quit Claim Deed (EX),1,0.18,"$3,010.01",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,80370,0,121690,202060,0,0,0,"$3,010.01",9362,,Wynnecrest Dr,Montgomery,OH,"9362 Wynnecrest Dr Montgomery, OH","9362 Wynnecrest Dr, Cincinnati, OH 45242, USA",-84.37262869999999,39.2269116,2009,8,134000
651,612-0040-0047-00,4915 Prospect Ave,1036,510,1960,03-24-2009,"$163,000",6,3,1,0,98243.0,QU - Quit Claim Deed (Conv),1,0.173,"$2,882.79",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(09),No,Yes,Yes,No,Yes,84000,0,188150,272150,0,52120,0,"$2,882.79",4915,,Prospect Ave,Montgomery,OH,"4915 Prospect Ave Montgomery, OH","4915 Prospect Ave, Cincinnati, OH 45242, USA",-84.37332289999999,39.234982,2009,3,163000
652,612-0040-0176-00,4822 Myrtle Ave,840,510,1940,08-19-2009,"$135,000",5,2,1,0,26829.0,WD - Warranty Deed (Conv),2,0.193,"$2,632.78",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,88200,0,88680,176880,0,0,0,"$2,632.78",4822,,Myrtle Ave,Montgomery,OH,"4822 Myrtle Ave Montgomery, OH","4822 Myrtle Ave, Cincinnati, OH 45242, USA",-84.37559360000002,39.2322961,2009,8,135000
653,612-0050-0400-00,4546 Cooper Rd,884,510,1941,08-24-2009,"$117,000",5,2,1,0,27009.0,WD - Warranty Deed (Conv),1,0.252,"$2,908.46",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,94080,0,100850,194930,0,0,0,"$2,908.46",4546,,Cooper Rd,Montgomery,OH,"4546 Cooper Rd Montgomery, OH","4546 Cooper Rd, Cincinnati, OH 45242, USA",-84.38187460000002,39.2361207,2009,8,117000
654,612-0050-0526-00,9522 Conklin Ave,1224,510,1890,08-25-2009,"$130,000",5,2,1,0,238039.0,QE - Quit Claim Deed (EX),1,0.193,"$2,966.50",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,90000,0,109100,199100,0,0,0,"$2,966.50",9522,,Conklin Ave,Montgomery,OH,"9522 Conklin Ave Montgomery, OH","9522 Conklin Ave, Cincinnati, OH 45242, USA",-84.38143199999999,39.231378,2009,8,130000
655,612-0060-0364-00,4675 Belleview Ave,1269,510,1940,08-13-2009,"$185,000",6,3,2,0,66146.0,WD - Warranty Deed (Conv),1,0.368,"$3,557.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(14),No,No,Yes,No,Yes,104330,0,134260,238590,0,0,0,"$3,557.49",4675,,Belleview Ave,Montgomery,OH,"4675 Belleview Ave Montgomery, OH","4675 Belleview Ave, Cincinnati, OH 45242, USA",-84.3807324,39.2221192,2009,8,185000
656,612-0070-0033-00,4495 Hunt Rd,1184,680,1952,03-17-2009,"$144,500",10,4,2,0,19790.0,WD - Warranty Deed (Conv),1,0.138,$6.05,0.0,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,75600,0,142210,217810,0,0,217810,$6.05,4495,,Hunt Rd,Montgomery,OH,"4495 Hunt Rd Montgomery, OH","4495 Hunt Rd, Cincinnati, OH 45242, USA",-84.3857371,39.2292426,2009,3,144500
657,612-0070-0058-00,4474 Victor Ave,1184,510,1952,06-03-2009,"$144,500",6,4,2,0,325388.0,WD - Warranty Deed (Conv),1,0.138,"$4,503.51",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,226900,302500,0,0,0,"$4,503.51",4474,,Victor Ave,Montgomery,OH,"4474 Victor Ave Montgomery, OH","4474 Victor Ave, Blue Ash, OH 45242, USA",-84.38650369999999,39.228928,2009,6,144500
658,612-0070-0152-00,9370 Thrush Ct,1184,510,1953,07-24-2009,"$152,500",7,4,1,0,314124.0,QE - Quit Claim Deed (EX),1,0.143,"$3,388.59",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,YES(12),Yes,No,No,No,Yes,79610,0,140390,220000,0,0,0,"$3,388.59",9370,,Thrush Ct,Montgomery,OH,"9370 Thrush Ct Montgomery, OH","9370 Thrush Ct, Cincinnati, OH 45242, USA",-84.3879264,39.2284076,2009,7,152500
659,612-0070-0300-00,9479 Hunters Creek Dr,990,550,1981,07-10-2009,"$132,000",5,2,1,2,178484.0,WD - Warranty Deed (Conv),1,0.0,"$2,388.88",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,136950,160350,0,0,0,"$2,388.88",9479,,Hunters Creek Dr,Montgomery,OH,"9479 Hunters Creek Dr Montgomery, OH","9479 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.3904767,39.2278788,2009,7,132000
660,612-0070-0352-00,9482 Hunters Creek Dr,1156,550,1985,08-03-2009,"$140,000",5,2,2,1,25991.0,WD - Warranty Deed (Conv),1,0.0,"$2,765.68",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,162280,185680,0,0,0,"$2,765.68",9482,,Hunters Creek Dr,Montgomery,OH,"9482 Hunters Creek Dr Montgomery, OH","9482 Hunters Creek Dr, Blue Ash, OH 45242",-84.38808264063718,39.2277629160827,2009,8,140000
661,612-0120-0059-00,10105 Kenwood Rd,1073,510,1956,08-31-2009,"$100,000",5,2,1,0,330286.0,WD - Warranty Deed (Conv),1,0.49,"$4,080.85",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,128140,0,145930,274070,0,0,0,"$4,080.85",10105,,Kenwood Rd,Montgomery,OH,"10105 Kenwood Rd Montgomery, OH","10105 Kenwood Rd, Cincinnati, OH 45242, USA",-84.3762069,39.2434922,2009,8,100000
