,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,ST_NUM,APT_NUM,ST_NAME,new_address,latitude,longitude,num_amount,year,month,missing_house_number,corrected_address,city
550,620-0190-0748-00,"11973 Olde Dominion Dr APT 10, Cincinnati, OH 45249, USA",1136,550,1996,06-08-2021,"$170,000",5,2,2,0,286868.0,WD - Warranty Deed (Conv),1,0.0,"$2,871.04",53.799505,SYCAMORE CSD,62035 - TIMBER CREEK CONDO,No,No,No,Yes,No,Yes,26300,0,143700,170000,0,0,0,"$1,438.54",11973,10,Olde Dominion Dr,11973 Olde Dominion Dr 10,39.28806360000001,-84.30912699999999,170000,2021,6,11973.0,,Cincinnati
551,620-0190-0775-00,"12021 Carrington Ln Apartment 206, Loveland, OH 45140, USA",1450,550,1996,05-17-2021,"$175,250",6,2,2,0,267411.0,WD - Warranty Deed (Conv),1,0.0,"$2,961.88",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,154850,175250,0,0,0,"$1,483.96",12021,206,Carrington Ln,12021 Carrington Ln 206,39.2881127,-84.2990811,175250,2021,5,12021.0,,Loveland
552,620-0190-0801-00,"12006 Maxim Ave, Cincinnati, OH 45249, USA",1313,550,1997,06-15-2021,"$155,440",5,2,2,0,270365.0,QU - Quit Claim Deed (Conv),1,0.0,"$3,810.08",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,Yes,No,No,No,Yes,40600,0,177890,218490,0,0,0,"$1,908.06",12006,,Maxim Ave,12006 Maxim Ave,39.2900189,-84.3102948,155440,2021,6,12006.0,,Cincinnati
553,620-0190-0802-00,"12001 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1997,06-08-2021,"$245,000",6,3,2,0,269612.0,FD - Fiduciary Deed (Conv),1,0.0,"$4,134.38",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,No,Yes,40600,0,204400,245000,0,0,0,"$2,070.21",12001,,Maxim Ave,12001 Maxim Ave,39.28999450000001,-84.3097571,245000,2021,6,12001.0,,Cincinnati
554,620-0190-0849-00,"12034 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1999,06-08-2021,"$219,000",5,3,2,0,297762.0,WD - Warranty Deed (Conv),1,0.0,"$4,050.10",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,No,Yes,No,Yes,40600,0,199400,240000,0,0,0,"$2,028.07",12034,,Maxim Ave,12034 Maxim Ave,39.2901333,-84.30939289999999,219000,2021,6,12034.0,,Cincinnati
555,621-0024-0105-00,"120 Carrington Ln Apartment 104, Loveland, OH 45140, USA",1095,550,1992,05-12-2021,"$155,000",5,2,2,0,266984.0,WD - Warranty Deed (Conv),1,0.0,"$2,617.80",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,143000,155000,0,0,0,"$1,308.90",120,104,Carrington Ln,120 Carrington Ln 104,39.286614,-84.3010311,155000,2021,5,120.0,,Loveland
556,525-0001-0136-00,"7866 Euclid Ave, Cincinnati, OH 45243, USA",1477,510,1941,04-05-2022,"$258,000",7,4,1,0,298637.0,WD - Warranty Deed (Conv),1,0.198,"$5,242.84",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,125280,0,132720,258000,0,0,0,"$2,624.90",7866,,Euclid Ave,7866 Euclid Ave,39.1910357,-84.3575321,258000,2022,4,7866.0,,Cincinnati
557,525-0001-0270-00,"7252 Thomas Dr, Cincinnati, OH 45243, USA",832,510,1951,05-17-2022,"$172,000",4,2,1,0,302503.0,WD - Warranty Deed (Conv),1,0.191,"$4,939.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,119420,243190,0,0,0,"$2,471.25",7252,,Thomas Dr,7252 Thomas Dr,39.19464079999999,-84.3571419,172000,2022,5,7252.0,,Cincinnati
558,525-0003-0094-00,"7120 Wallace Ave, Cincinnati, OH 45243, USA",1369,510,1927,06-30-2022,"$210,000",7,3,1,1,306587.0,SV - Survivorship Deed (Conv),1,0.16,"$4,557.52",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,111200,223720,0,0,0,"$2,282.24",7120,,Wallace Ave,7120 Wallace Ave,39.189936,-84.36535649999999,210000,2022,6,7120.0,,Cincinnati
559,525-0003-0129-00,"7016 Fowler Ave, Cincinnati, OH 45243, USA",1193,510,1938,06-21-2022,"$270,000",5,2,1,0,305637.0,WD - Warranty Deed (Conv),1,0.161,"$5,482.88",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,157480,270000,0,0,0,"$2,743.18",7016,,Fowler Ave,7016 Fowler Ave,39.1886247,-84.36671179999999,270000,2022,6,7016.0,,Cincinnati
560,525-0007-0037-00,"7212 Osceola Dr, Cincinnati, OH 45243, USA",1308,510,1946,05-24-2022,"$250,000",6,3,1,0,312916.0,WE - Warranty Deed (EX),1,0.158,"$5,261.42",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,111360,0,138640,250000,0,0,0,"$2,634.19",7212,,Osceola Dr,7212 Osceola Dr,39.1915242,-84.3540304,250000,2022,5,7212.0,,Cincinnati
561,525-0012-0097-00,"7807 Greenbriar Ln, Cincinnati, OH 45243, USA",1149,510,1954,06-09-2022,"$250,000",5,3,1,0,304798.0,SV - Survivorship Deed (Conv),1,0.138,"$5,222.56",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,152600,257000,0,0,0,"$2,614.76",7807,,Greenbriar Ln,7807 Greenbriar Ln,39.2019793,-84.3597154,250000,2022,6,7807.0,,Cincinnati
562,592-0001-0177-00,"119 Vermont Ave, Cincinnati, OH 45215, USA",958,510,1950,04-18-2022,"$195,000",5,2,1,0,299737.0,WD - Warranty Deed (Conv),1,0.234,"$3,737.74",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,86130,0,108870,195000,0,0,0,"$1,868.87",119,,Vermont Ave,119 Vermont Ave,39.2398143,-84.4763096,195000,2022,4,119.0,,Cincinnati
563,592-0001-0227-00,"155 Bonham Rd, Cincinnati, OH 45215, USA",1439,510,1948,06-30-2022,"$150,000",6,3,2,0,306490.0,WD - Warranty Deed (Conv),1,0.23,"$3,752.26",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,74680,0,120840,195520,0,0,0,$0.00,155,,Bonham Rd,155 Bonham Rd,39.2421864,-84.47922419999999,150000,2022,6,155.0,,Cincinnati
564,592-0005-0095-00,"738 Barney Ave, Cincinnati, OH 45215, USA",1246,510,1949,04-19-2022,"$294,900",5,3,2,0,316545.0,TE - Trustees Deed (EX),1,0.219,"$5,863.88",61.983774,WYOMING CSD,59202 - WYOMING 02,YES(08),No,No,No,No,No,104160,0,190740,294900,0,0,0,"$2,931.94",738,,Barney Ave,738 Barney Ave,39.2312859,-84.4705657,294900,2022,4,738.0,,Cincinnati
565,592-0006-0142-00,"711 Van Roberts Pl, Cincinnati, OH 45215, USA",1379,510,1925,05-19-2022,"$255,000",5,3,2,0,302703.0,WD - Warranty Deed (Conv),1,0.078,"$5,070.28",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,No,No,No,30260,0,224740,255000,0,0,0,"$5,070.28",711,,Van Roberts Pl,711 Van Roberts Pl,39.2302504,-84.4649489,255000,2022,5,711.0,,Cincinnati
566,592-0011-0100-00,"35 Euclid Ave, Madeira, OH 45243, USA",1138,510,1925,05-11-2022,"$299,500",5,4,2,0,301845.0,WD - Warranty Deed (Conv),1,0.206,"$5,748.66",61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,No,89910,0,209590,299500,0,0,0,"$2,874.33",35,,Euclid Ave,35 Euclid Ave,39.1908665,-84.3606561,299500,2022,5,35.0,,Madeira
567,592-0015-0035-00,"356 Hilltop Ln, Cincinnati, OH 45215, USA",1281,510,1951,05-10-2022,"$283,000",5,3,1,0,343322.0,WD - Warranty Deed (Conv),1,0.457,"$4,981.44",61.983774,WYOMING CSD,59204 - WYOMING 04,No,No,No,Yes,No,No,76000,0,183890,259890,0,0,0,"$2,490.72",356,,Hilltop Ln,356 Hilltop Ln,39.2272597,-84.4975351,283000,2022,5,356.0,,Cincinnati
568,592-0023-0058-00,"73 Evergreen Cir, Cincinnati, OH 45215, USA",1454,555,1983,05-12-2022,"$165,000",5,2,2,2,301936.0,WD - Warranty Deed (Conv),1,0.056,"$3,163.22",61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,No,32500,0,132500,165000,0,0,0,"$1,581.61",73,,Evergreen Cr,73 Evergreen Cr,39.2437225,-84.4766528,165000,2022,5,73.0,,Cincinnati
569,600-0023-0200-00,"8066 Highfield Ct, Cincinnati, OH 45242, USA",1460,550,1979,05-10-2022,"$235,000",6,3,2,2,301736.0,WD - Warranty Deed (Conv),1,0.0,"$3,644.06",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,215700,235000,0,0,0,"$1,825.05",8066,,Highfield Ct,8066 Highfield Ct,39.2641302,-84.3452329,235000,2022,5,8066.0,,Cincinnati
570,600-0030-0228-00,"10915 Brookgreen Ct, Cincinnati, OH 45242, USA",1082,550,1977,05-13-2022,"$200,000",5,2,1,2,302079.0,WD - Warranty Deed (Conv),1,0.0,"$3,102.40",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,180700,200000,0,0,0,"$1,554.22",10915,,Brookgreen Ct,10915 Brookgreen Ct,39.2635047,-84.34340379999999,200000,2022,5,10915.0,,Cincinnati
571,600-0030-0241-00,"10815 Lakehurst Ct, Cincinnati, OH 45242, USA",1254,550,1977,06-15-2022,"$190,000",5,2,1,2,305347.0,WD - Warranty Deed (Conv),1,0.0,"$2,947.64",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,170700,190000,0,0,0,$0.00,10815,,Lakehurst Ct,10815 Lakehurst Ct,39.2611116,-84.34473179999999,190000,2022,6,10815.0,,Cincinnati
572,600-0030-0272-00,"10835 Lakehurst Ct, Cincinnati, OH 45242, USA",1082,550,1977,06-27-2022,"$204,000",4,2,1,2,306240.0,WD - Warranty Deed (Conv),1,0.0,"$3,164.26",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,184700,204000,0,0,0,"$1,585.15",10835,,Lakehurst Ct,10835 Lakehurst Ct,39.26206699999999,-84.344517,204000,2022,6,10835.0,,Cincinnati
573,600-0030-0337-00,"10883 Lake Thames Dr, Cincinnati, OH 45242, USA",1480,550,1979,06-14-2022,"$205,000",7,4,2,1,305219.0,WD - Warranty Deed (Conv),1,0.0,"$3,179.86",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,185700,205000,0,0,0,"$1,592.95",10883,,Lake Thames Dr,10883 Lake Thames Dr,39.2625682,-84.34666969999999,205000,2022,6,10883.0,,Cincinnati
574,600-0030-0351-00,"10856 Lake Thames Dr, Cincinnati, OH 45242, USA",1082,550,1979,06-07-2022,"$196,000",5,2,1,2,304484.0,WD - Warranty Deed (Conv),1,0.0,"$6,226.12",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,No,No,Yes,19300,0,176700,196000,0,0,0,"$1,575.26",10856,,Lake Thames Dr,10856 Lake Thames Dr,39.2620247,-84.34563759999999,196000,2022,6,10856.0,,Cincinnati
575,600-0030-0408-00,"8060 Hetz Dr, Cincinnati, OH 45242, USA",969,550,1980,06-15-2022,"$240,000",5,2,2,0,305340.0,WD - Warranty Deed (Conv),1,0.0,"$3,721.42",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,220700,240000,0,0,0,"$1,863.73",8060,,Hetz Dr,8060 Hetz Dr,39.2631974,-84.3445686,240000,2022,6,8060.0,,Cincinnati
576,603-0001-0205-00,"9750 Bunker Hill Ln Unit 66, Montgomery, OH 45242, USA",1066,550,1970,04-12-2022,"$100,000",5,2,2,0,353249.0,WD - Warranty Deed (Conv),1,0.0,"$1,760.17",55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,No,No,No,Yes,No,Yes,10000,0,90000,100000,0,0,0,$881.00,9750,66,Bunker Hill Ln,9750 Bunker Hill Ln 66,39.23299799999999,-84.353546,100000,2022,4,9750.0,,Montgomery
577,603-0018-0081-00,"1103 Shakertown Ct, Cincinnati, OH 45242, USA",1392,555,1978,04-18-2022,"$210,000",5,2,3,0,299768.0,WD - Warranty Deed (Conv),1,0.061,"$3,815.85",55.899522,SYCAMORE CSD,60335 - MONTGOMERY MEADOWS LANDO,No,No,No,Yes,No,Yes,25000,0,191680,216680,0,0,0,"$1,908.84",1103,,Shakertown Ct,1103 Shakertown Ct,39.2520035,-84.34646550000001,210000,2022,4,1103.0,,Cincinnati
578,603-0018-0227-00,"10555 Montgomery Rd APT 49, Montgomery, OH 45242, USA",1159,550,1989,04-05-2022,"$115,000",6,2,2,0,298566.0,WD - Warranty Deed (Conv),1,0.0,"$2,088.45",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,No,Yes,19000,0,96000,115000,0,0,0,$0.00,10555,49,Montgomery Rd,10555 Montgomery Rd 49,39.2538627,-84.34607650000001,115000,2022,4,10555.0,,Montgomery
579,603-0022-0039-00,"5325 Cooper Rd, Blue Ash, OH 45242, USA",1274,550,1995,05-25-2022,"$268,000",5,2,2,0,303344.0,TE - Trustees Deed (EX),1,0.0,"$3,621.45",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,YES(97),No,No,Yes,No,Yes,25000,0,180860,205860,0,0,0,"$1,811.64",5325,,D Cooper Rd,5325 D Cooper Rd,39.2276187,-84.3718569,268000,2022,5,5325.0,,Blue Ash
580,603-0023-0061-00,"8639 Weller Rd, Cincinnati, OH 45249, USA",1092,510,1959,05-05-2022,"$234,500",5,3,1,1,301299.0,WD - Warranty Deed (Conv),1,0.461,"$4,259.21",55.899522,SYCAMORE CSD,60309 - MONTGOMERY 09,No,No,No,No,No,Yes,108780,0,125720,234500,0,0,0,"$2,131.90",8639,,Weller Rd,8639 Weller Rd,39.2575497,-84.3221145,234500,2022,5,8639.0,,Cincinnati
581,612-0010-0020-00,"8914 Cherry St, Cincinnati, OH 45242, USA",1480,510,1948,06-24-2022,"$173,600",6,2,1,0,338262.0,SV - Survivorship Deed (Conv),1,0.198,"$2,904.49",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,No,Yes,89880,0,98630,188510,0,0,0,"$1,455.27",8914,,Cherry St,8914 Cherry St,39.2208038,-84.3816693,173600,2022,6,8914.0,,Cincinnati
582,612-0030-0241-00,"4900 Belleview Ave, Cincinnati, OH 45242, USA",1272,510,1956,06-04-2022,"$279,000",5,2,2,0,304149.0,SV - Survivorship Deed (Conv),1,0.536,"$4,298.13",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,No,No,Yes,65150,0,213850,279000,0,0,0,"$2,153.30",4900,,Belleview Ave,4900 Belleview Ave,39.2223815,-84.37747089999999,279000,2022,6,4900.0,,Cincinnati
583,612-0050-0034-00,"9751 Ridgeway Ave, Cincinnati, OH 45242",1349,510,1950,04-22-2022,"$295,000",5,3,1,0,351770.0,WD - Warranty Deed (Conv),1,0.2,"$4,395.65",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,92400,0,202600,295000,0,0,0,"$2,200.85",9751,,Ridgeway Ave,9751 Ridgeway Ave,39.2357217,-84.3840917,295000,2022,4,,,Cincinnati
584,612-0050-0039-00,"4517 Cooper Rd, Cincinnati, OH 45242, USA",937,510,1951,06-04-2022,"$270,000",8,4,2,0,304095.0,WD - Warranty Deed (Conv),1,0.161,"$4,025.84",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,80640,0,189360,270000,0,0,0,"$2,014.43",4517,,Cooper Rd,4517 Cooper Rd,39.2365073,-84.38406119999999,270000,2022,6,4517.0,,Cincinnati
585,612-0060-0248-00,"4722 Alpine Ave, Cincinnati, OH 45242, USA",1044,510,1957,04-14-2022,"$113,000",6,2,1,0,299487.0,WD - Warranty Deed (Conv),1,0.238,"$3,249.67",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,94250,0,123580,217830,0,0,0,"$1,627.86",4722,,Alpine Ave,4722 Alpine Ave,39.223612,-84.3799081,113000,2022,4,4722.0,,Cincinnati
586,612-0060-0336-00,"9084 Blue Ash Rd, Cincinnati, OH 45242, USA",1210,510,1939,06-24-2022,"$200,000",5,2,1,0,306054.0,WD - Warranty Deed (Conv),1,0.14,"$2,977.36",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,90000,0,110000,200000,0,0,0,"$1,490.19",9084,,Blue Ash Rd,9084 Blue Ash Rd,39.2234522,-84.38289069999999,200000,2022,6,9084.0,,Cincinnati
587,612-0060-0461-00,"9398 Blue Ash Rd, Cincinnati, OH 45242, USA",1247,510,1949,05-21-2022,"$270,000",7,4,1,1,302967.0,EXD - Executors Deed (Conv),1,0.375,"$4,546.83",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,108210,0,197230,305440,0,0,0,"$2,276.44",9398,,Blue Ash Rd,9398 Blue Ash Rd,39.2282639,-84.38018869999999,270000,2022,5,9398.0,,Cincinnati
588,612-0060-0467-00,"4585 Edwards Ave, Cincinnati, OH 45242, USA",850,510,1956,06-14-2022,"$203,000",5,2,1,0,305066.0,WD - Warranty Deed (Conv),1,0.169,"$3,021.00",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,85410,0,117590,203000,0,0,0,"$1,512.01",4585,,Edwards Ave,4585 Edwards Ave,39.2275863,-84.3830139,203000,2022,6,4585.0,,Cincinnati
589,612-0070-0058-00,"4474 Victor Ave, Cincinnati, OH 45242, USA",1184,510,1952,05-26-2022,"$211,000",6,4,2,0,325388.0,WD - Warranty Deed (Conv),1,0.138,"$4,503.51",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,226900,302500,0,0,0,"$2,254.78",4474,,Victor Ave,4474 Victor Ave,39.2289597,-84.3865178,211000,2022,5,4474.0,,Cincinnati
590,612-0070-0134-00,"9370 Cardinal Ct, Cincinnati, OH 45242, USA",1184,510,1953,06-16-2022,"$187,000",6,4,1,0,333982.0,WD - Warranty Deed (Conv),1,0.143,"$2,878.16",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,No,Yes,79610,0,107390,187000,0,0,0,"$1,440.59",9370,,Cardinal Ct,9370 Cardinal Ct,39.2285946,-84.3896649,187000,2022,6,9370.0,,Cincinnati
591,612-0070-0260-00,"4326 Villa Dr, Blue Ash, OH 45242",977,550,1972,04-11-2022,"$120,000",4,2,1,1,299133.0,WD - Warranty Deed (Conv),1,0.0,"$1,847.44",47.604103,SYCAMORE CSD,61219 - MONTE LINDO CONDO,No,No,No,No,No,Yes,9400,0,110600,120000,0,0,0,$924.93,4326,,Villa Dr,4326 Villa Dr,39.2293759,-84.3920254,120000,2022,4,,,Blue Ash
592,612-0070-0364-00,"9306 Hunters Creek Dr, Blue Ash, OH 45242, USA",1266,550,1986,05-09-2022,"$230,000",5,2,2,1,301632.0,WD - Warranty Deed (Conv),1,0.0,"$3,424.48",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,206600,230000,0,0,0,"$1,713.45",9306,,Hunters Creek Dr,9306 Hunters Creek Dr,39.22693659999999,-84.3890504,230000,2022,5,9306.0,,Blue Ash
593,612-0070-0409-00,"9388 Hunters Creek Dr, Blue Ash, OH 45242, USA",1083,550,1991,04-20-2022,"$235,000",5,2,2,0,300038.0,SV - Survivorship Deed (Conv),1,0.0,"$3,499.04",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,211600,235000,0,0,0,"$1,750.73",9388,,Hunters Creek Dr,9388 Hunters Creek Dr,39.2270419,-84.389349,235000,2022,4,9388.0,,Blue Ash
594,612-0090-0072-00,"3837 Cooper Rd, Cincinnati, OH 45241, USA",1013,510,1951,04-22-2022,"$195,000",5,2,1,0,300283.0,WD - Warranty Deed (Conv),1,0.996,"$2,902.08",47.604103,SYCAMORE CSD,61207 - BLUE ASH 07,YES(09),Yes,No,Yes,No,Yes,92580,0,102420,195000,0,0,0,"$1,452.55",3837,,Cooper Rd,3837 Cooper Rd,39.236526,-84.40515,195000,2022,4,3837.0,,Cincinnati
595,612-0121-0046-00,"9939 Timbers Dr, Cincinnati, OH 45242, USA",1159,555,1979,04-20-2022,"$229,000",5,2,1,1,299945.0,WD - Warranty Deed (Conv),1,0.014,"$3,407.86",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,201000,229000,0,0,0,"$1,705.14",9939,,Timbers Dr,9939 Timbers Dr,39.239162,-84.39472150000002,229000,2022,4,9939.0,,Cincinnati
596,612-0121-0071-00,"9954 Timbers Dr, Cincinnati, OH 45242, USA",1360,555,1979,04-26-2022,"$188,550",6,3,3,1,300445.0,WD - Warranty Deed (Conv),1,0.014,"$2,806.40",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,160550,188550,0,0,0,"$1,404.41",9954,,Timbers Dr,9954 Timbers Dr,39.2400883,-84.39387049999999,188550,2022,4,9954.0,,Cincinnati
597,612-0140-0114-00,"5070 Bell Ave, Cincinnati, OH 45242, USA",1083,510,1959,06-24-2022,"$193,000",5,2,1,1,306053.0,WD - Warranty Deed (Conv),1,0.241,"$3,118.26",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,No,Yes,50160,0,159370,209530,0,0,0,"$1,560.64",5070,,Bell Ave,5070 Bell Ave,39.2561794,-84.3724668,193000,2022,6,5070.0,,Cincinnati
598,612-0170-0326-00,"11189 Jardin Pl, Cincinnati, OH 45241, USA",1347,555,1986,06-14-2022,"$270,000",4,2,2,1,305184.0,WD - Warranty Deed (Conv),1,0.068,"$4,016.48",47.604103,SYCAMORE CSD,61232 - JARDIN DEL FLEURS LANDO,No,No,No,Yes,No,Yes,44000,0,226000,270000,0,0,0,"$2,009.45",11189,,Jardin Pl,11189 Jardin Pl,39.2706935,-84.38280739999999,270000,2022,6,11189.0,,Cincinnati
599,612-0180-0146-00,"10859 Fallsington Ct, Cincinnati, OH 45242, USA",1392,555,1984,04-29-2022,"$239,900",6,3,2,2,300809.0,WD - Warranty Deed (Conv),1,0.043,"$3,569.22",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,209900,239900,0,0,0,"$1,785.82",10859,,Fallsington Ct,10859 Fallsington Ct,39.25939169999999,-84.3598847,239900,2022,4,10859.0,,Cincinnati
600,612-0180-0177-00,"10811 Fallsington Ct, Cincinnati, OH 45242, USA",1392,555,1984,05-18-2022,"$242,000",6,3,2,2,302549.0,WD - Warranty Deed (Conv),1,0.04,"$3,600.20",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,212000,242000,0,0,0,"$1,801.31",10811,,Fallsington Ct,10811 Fallsington Ct,39.2580535,-84.3607208,242000,2022,5,10811.0,,Cincinnati
601,612-0190-0064-00,"11024 Labelle Ave, Cincinnati, OH 45242, USA",1156,510,1994,04-29-2022,"$241,500",6,3,2,0,300873.0,WD - Warranty Deed (Conv),1,0.17,"$3,718.93",47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,Yes,No,No,No,Yes,47550,0,193950,241500,0,0,0,"$1,862.49",11024,,Labelle Ave,11024 Labelle Ave,39.2640051,-84.3628885,241500,2022,4,11024.0,,Cincinnati
602,620-0190-0398-00,"9108 Dominion Cir, Cincinnati, OH 45249, USA",1232,550,1984,05-19-2022,"$199,820",6,3,2,1,302713.0,WD - Warranty Deed (Conv),1,0.0,"$3,373.22",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,175120,199820,0,0,0,"$3,373.22",9108,,Dominion Cr,9108 Dominion Cr,39.2887434,-84.3081269,199820,2022,5,9108.0,,Cincinnati
603,620-0190-0417-00,"9134 Dominion Cir, Cincinnati, OH 45249, USA",1376,550,1984,06-07-2022,"$162,500",6,2,2,1,304463.0,FD - Fiduciary Deed (Conv),1,0.0,"$2,835.58",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,No,Yes,24700,0,137800,162500,0,0,0,"$1,420.81",9134,,Dominion Cr,9134 Dominion Cr,39.2887196,-84.3082604,162500,2022,6,9134.0,,Cincinnati
604,620-0190-0466-00,"9169 Dominion Cir, Cincinnati, OH 45249, USA",1216,550,1985,05-18-2022,"$199,820",6,2,2,1,302611.0,WD - Warranty Deed (Conv),1,0.0,"$3,485.24",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,No,Yes,24700,0,175120,199820,0,0,0,"$3,485.24",9169,,Dominion Cr,9169 Dominion Cr,39.2881255,-84.308341,199820,2022,5,9169.0,,Cincinnati
605,620-0190-0471-00,"9160 Dominion Cir, Cincinnati, OH 45249, USA",1216,550,1986,04-11-2022,"$206,000",6,2,2,1,299113.0,WD - Warranty Deed (Conv),1,0.0,"$3,477.68",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,181300,206000,0,0,0,"$1,741.86",9160,,Dominion Cr,9160 Dominion Cr,39.2876972,-84.3081783,206000,2022,4,9160.0,,Cincinnati
606,620-0190-0661-00,"12010 Carrington Ln Apt 205, Loveland, OH 45140, USA",1450,550,1995,05-20-2022,"$178,000",6,2,2,0,302859.0,WD - Warranty Deed (Conv),1,0.0,"$3,005.38",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,157600,178000,0,0,0,"$1,505.71",12010,205,Carrington Ln,12010 Carrington Ln 205,39.2870235,-84.2990243,178000,2022,5,12010.0,,Loveland
607,620-0190-0685-00,"12051 Carrington Ln Unit 102, Loveland, OH 45140, USA",1450,550,1995,04-08-2022,"$195,000",6,2,2,0,298913.0,WD - Warranty Deed (Conv),1,0.0,"$3,298.36",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,YES(13),No,No,Yes,No,Yes,20400,0,174600,195000,0,0,0,"$1,652.20",12051,102,Carrington Ln,12051 Carrington Ln 102,39.288627,-84.2990987,195000,2022,4,12051.0,,Loveland
