,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,special_assessments,market_land_value,market_improvement_value,market_total_value,abated_value,taxes_paid,st_num,apt_num,street,formatted_address,longitude,latitude,year,month,city,geometry,market_land_value_num,age_of_house
1112,523-0004-0077-00,3854 Meadowlark Ln,1332,510,1950,2022-05-10,274900,7,3,1,1,301769.0,WD - Warranty Deed (Conv),1,0.138,6542.05,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,63450,211450,274900,0,3275.09,3854,,Meadowlark Ln,"3854 Meadowlark Ln, Cincinnati, OH 45227, USA",-84.3955352,39.1431432,2022,5,Cincinnati,,63450.0,74
1113,523-0005-0028-00,3820 Southern Ave,1208,510,1946,2022-06-01,291500,6,3,1,0,303802.0,WD - Warranty Deed (Conv),1,0.116,6931.84,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,Yes,59780,231720,291500,0,3467.95,3820,,Southern Ave,"3820 Southern Ave, Cincinnati, OH 45227, USA",-84.39433450000001,39.1443114,2022,6,Cincinnati,,59780.0,78
1114,523-0006-0257-00,3706 Simpson Ave,1021,510,1940,2022-06-15,245000,5,2,1,0,305363.0,WD - Warranty Deed (Conv),1,0.113,5838.37,76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(12),No,No,Yes,Yes,57530,187470,245000,0,2923.25,3706,,Simpson Ave,"3706 Simpson Ave, Cincinnati, OH 45227, USA",-84.3879817,39.1436716,2022,6,Cincinnati,,57530.0,84
1115,525-0001-0136-00,7866 Euclid Ave,1477,510,1941,2022-04-05,258000,7,4,1,0,298637.0,WD - Warranty Deed (Conv),1,0.198,5242.84,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,125280,132720,258000,0,2624.9,7866,,Euclid Ave,"7866 Euclid Ave, Cincinnati, OH 45243, USA",-84.3575321,39.1910357,2022,4,Cincinnati,,125280.0,83
1116,525-0001-0270-00,7252 Thomas Dr,832,510,1951,2022-05-17,172000,4,2,1,0,302503.0,WD - Warranty Deed (Conv),1,0.191,4939.02,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,123770,119420,243190,0,2471.25,7252,,Thomas Dr,"7252 Thomas Dr, Cincinnati, OH 45243, USA",-84.3571419,39.19464079999999,2022,5,Cincinnati,,123770.0,73
1117,525-0003-0094-00,7120 Wallace Ave,1369,510,1927,2022-06-30,210000,7,3,1,1,306587.0,SV - Survivorship Deed (Conv),1,0.16,4557.52,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,112520,111200,223720,0,2282.24,7120,,Wallace Ave,"7120 Wallace Ave, Cincinnati, OH 45243, USA",-84.36535649999999,39.189936,2022,6,Cincinnati,,112520.0,97
1118,525-0003-0129-00,7016 Fowler Ave,1193,510,1938,2022-06-21,270000,5,2,1,0,305637.0,WD - Warranty Deed (Conv),1,0.161,5482.88,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,112520,157480,270000,0,2743.18,7016,,Fowler Ave,"7016 Fowler Ave, Cincinnati, OH 45243, USA",-84.36671179999999,39.1886247,2022,6,Cincinnati,,112520.0,86
1119,525-0007-0037-00,7212 Osceola Dr,1308,510,1946,2022-05-24,250000,6,3,1,0,312916.0,WE - Warranty Deed (EX),1,0.158,5261.42,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,111360,138640,250000,0,2634.19,7212,,Osceola Dr,"7212 Osceola Dr, Cincinnati, OH 45243, USA",-84.3540304,39.1915242,2022,5,Cincinnati,,111360.0,78
1120,525-0012-0097-00,7807 Greenbriar Ln,1149,510,1954,2022-06-09,250000,5,3,1,0,304798.0,SV - Survivorship Deed (Conv),1,0.138,5222.56,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,104400,152600,257000,0,2614.76,7807,,Greenbriar Ln,"7807 Greenbriar Ln, Cincinnati, OH 45243, USA",-84.3597154,39.2019793,2022,6,Cincinnati,,104400.0,70
1121,527-0020-0548-00,3825 23 Petoskey Ave,1120,550,1966,2022-04-21,140000,4,2,2,0,300159.0,FD - Fiduciary Deed (Conv),1,0.0,3112.06,71.219499,MARIEMONT CSD,52702 - MARIEMONT WINDSOR SQ CONDO,No,No,No,Yes,Yes,20000,120000,140000,0,1557.65,3825,23,Petoskey Ave,"3825 Petoskey Ave APT 23, Cincinnati, OH 45227, USA",-84.3698395,39.1452633,2022,4,Cincinnati,,20000.0,58
1122,592-0001-0177-00,119 Vermont Ave,958,510,1950,2022-04-18,195000,5,2,1,0,299737.0,WD - Warranty Deed (Conv),1,0.234,3737.74,61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,86130,108870,195000,0,1868.87,119,,Vermont Ave,"119 Vermont Ave, Wyoming, OH 45215, USA",-84.4762942,39.2398636,2022,4,Wyoming,,86130.0,74
1123,592-0001-0227-00,155 Bonham Rd,1439,510,1948,2022-06-30,150000,6,3,2,0,306490.0,WD - Warranty Deed (Conv),1,0.23,3752.26,61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,74680,120840,195520,0,1876.13,155,,Bonham Rd,"155 Bonham Rd, Wyoming, OH 45215, USA",-84.479219,39.2422292,2022,6,Wyoming,,74680.0,76
1124,592-0005-0095-00,738 Barney Ave,1246,510,1949,2022-04-19,294900,5,3,2,0,316545.0,TE - Trustees Deed (EX),1,0.219,5863.88,61.983774,WYOMING CSD,59202 - WYOMING 02,YES(08),No,No,No,No,104160,190740,294900,0,2931.94,738,,Barney Ave,"738 Barney Ave, Cincinnati, OH 45215, USA",-84.4705657,39.2312859,2022,4,Cincinnati,,104160.0,75
1125,592-0006-0142-00,711 Van Roberts Pl,1379,510,1925,2022-05-19,255000,5,3,2,0,302703.0,WD - Warranty Deed (Conv),1,0.078,5070.28,61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,No,No,30260,224740,255000,0,5070.28,711,,Van Roberts Pl,"711 Van Roberts Pl, Cincinnati, OH 45215, USA",-84.4649489,39.2302504,2022,5,Cincinnati,,30260.0,99
1126,592-0011-0100-00,35 Euclid Ave,1138,510,1925,2022-05-11,299500,5,4,2,0,301845.0,WD - Warranty Deed (Conv),1,0.206,5748.66,61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,89910,209590,299500,0,2874.33,35,,Euclid Ave,"35 Euclid Ave, Cincinnati, OH 45215, USA",-84.47515709999999,39.2191583,2022,5,Cincinnati,,89910.0,99
1127,592-0015-0035-00,356 Hilltop Ln,1281,510,1951,2022-05-10,283000,5,3,1,0,343322.0,WD - Warranty Deed (Conv),1,0.457,4981.44,61.983774,WYOMING CSD,59204 - WYOMING 04,No,No,No,Yes,No,76000,183890,259890,0,2490.72,356,,Hilltop Ln,"356 Hilltop Ln, Cincinnati, OH 45215, USA",-84.4975351,39.2272597,2022,5,Cincinnati,,76000.0,73
1128,592-0023-0058-00,73 Evergreen Cr,1454,555,1983,2022-05-12,165000,5,2,2,2,301936.0,WD - Warranty Deed (Conv),1,0.056,3163.22,61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,32500,132500,165000,0,1581.61,73,,Evergreen Cr,"73 Evergreen Cir, Cincinnati, OH 45215, USA",-84.4766528,39.2437225,2022,5,Cincinnati,,32500.0,41
1129,600-0023-0200-00,8066 Highfield Ct,1460,550,1979,2022-05-10,235000,6,3,2,2,301736.0,WD - Warranty Deed (Conv),1,0.0,3644.06,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,215700,235000,0,1825.05,8066,,Highfield Ct,"8066 Highfield Ct, Cincinnati, OH 45242, USA",-84.3452329,39.2641302,2022,5,Cincinnati,,19300.0,45
1130,600-0030-0228-00,10915 Brookgreen Ct,1082,550,1977,2022-05-13,200000,5,2,1,2,302079.0,WD - Warranty Deed (Conv),1,0.0,3102.4,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,180700,200000,0,1554.22,10915,,Brookgreen Ct,"10915 Brookgreen Ct, Cincinnati, OH 45242, USA",-84.34340379999999,39.2635047,2022,5,Cincinnati,,19300.0,47
1131,600-0030-0241-00,10815 Lakehurst Ct,1254,550,1977,2022-06-15,190000,5,2,1,2,305347.0,WD - Warranty Deed (Conv),1,0.0,2947.64,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,170700,190000,0,0.0,10815,,Lakehurst Ct,"10815 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34473179999999,39.2611116,2022,6,Cincinnati,,19300.0,47
1132,600-0030-0272-00,10835 Lakehurst Ct,1082,550,1977,2022-06-27,204000,4,2,1,2,306240.0,WD - Warranty Deed (Conv),1,0.0,3164.26,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,184700,204000,0,1585.15,10835,,Lakehurst Ct,"10835 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.344517,39.26206699999999,2022,6,Cincinnati,,19300.0,47
1133,600-0030-0337-00,10883 Lake Thames Dr,1480,550,1979,2022-06-14,205000,7,4,2,1,305219.0,WD - Warranty Deed (Conv),1,0.0,3179.86,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,185700,205000,0,1592.95,10883,,Lake Thames Dr,"10883 Lake Thames Dr, Cincinnati, OH 45242, USA",-84.34666969999999,39.2625682,2022,6,Cincinnati,,19300.0,45
1134,600-0030-0351-00,10856 Lake Thames Dr,1082,550,1979,2022-06-07,196000,5,2,1,2,304484.0,WD - Warranty Deed (Conv),1,0.0,6226.12,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,No,Yes,19300,176700,196000,0,1575.26,10856,,Lake Thames Dr,"10856 Lake Thames Dr, Cincinnati, OH 45242, USA",-84.34563759999999,39.2620247,2022,6,Cincinnati,,19300.0,45
1135,600-0030-0408-00,8060 Hetz Dr,969,550,1980,2022-06-15,240000,5,2,2,0,305340.0,WD - Warranty Deed (Conv),1,0.0,3721.42,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,220700,240000,0,1863.73,8060,,Hetz Dr,"8060 Hetz Dr, Cincinnati, OH 45242, USA",-84.3445686,39.2631974,2022,6,Cincinnati,,19300.0,44
1136,603-0001-0205-00,9750 66 Bunker Hill Ln,1066,550,1970,2022-04-12,100000,5,2,2,0,353249.0,WD - Warranty Deed (Conv),1,0.0,1760.17,55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,No,No,No,Yes,Yes,10000,90000,100000,0,881.0,9750,66,Bunker Hill Ln,"9750 Bunker Hill Ln Unit 66, Montgomery, OH 45242, USA",-84.353546,39.23299799999999,2022,4,Montgomery,,10000.0,54
1137,603-0018-0081-00,1103 Shakertown Ct,1392,555,1978,2022-04-18,210000,5,2,3,0,299768.0,WD - Warranty Deed (Conv),1,0.061,3815.85,55.899522,SYCAMORE CSD,60335 - MONTGOMERY MEADOWS LANDO,No,No,No,Yes,Yes,25000,191680,216680,0,1908.84,1103,,Shakertown Ct,"1103 Shakertown Ct, Cincinnati, OH 45242, USA",-84.34646550000001,39.2520035,2022,4,Cincinnati,,25000.0,46
1138,603-0018-0227-00,10555 49 Montgomery Rd,1159,550,1989,2022-04-05,115000,6,2,2,0,298566.0,WD - Warranty Deed (Conv),1,0.0,2088.45,55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,Yes,19000,96000,115000,0,0.0,10555,49,Montgomery Rd,"10555 Montgomery Rd APT 49, Montgomery, OH 45242, USA",-84.34607650000001,39.2538627,2022,4,Montgomery,,19000.0,35
1139,603-0022-0039-00,5325 D Cooper Rd,1274,550,1995,2022-05-25,268000,5,2,2,0,303344.0,TE - Trustees Deed (EX),1,0.0,3621.45,55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,YES(97),No,No,Yes,Yes,25000,180860,205860,0,1811.64,5325,,D Cooper Rd,"5325 Cooper Rd, Blue Ash, OH 45242, USA",-84.3718569,39.2276187,2022,5,Blue Ash,,25000.0,29
1140,603-0023-0061-00,8639 Weller Rd,1092,510,1959,2022-05-05,234500,5,3,1,1,301299.0,WD - Warranty Deed (Conv),1,0.461,4259.21,55.899522,SYCAMORE CSD,60309 - MONTGOMERY 09,No,No,No,No,Yes,108780,125720,234500,0,2131.9,8639,,Weller Rd,"8639 Weller Rd, Cincinnati, OH 45249, USA",-84.3221145,39.2575497,2022,5,Cincinnati,,108780.0,65
1141,612-0010-0020-00,8914 Cherry St,1480,510,1948,2022-06-24,173600,6,2,1,0,338262.0,SV - Survivorship Deed (Conv),1,0.198,2904.49,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,Yes,89880,98630,188510,0,1455.27,8914,,Cherry St,"8914 Cherry St, Cincinnati, OH 45242, USA",-84.3816693,39.2208038,2022,6,Cincinnati,,89880.0,76
1142,612-0030-0241-00,4900 Belleview Ave,1272,510,1956,2022-06-04,279000,5,2,2,0,304149.0,SV - Survivorship Deed (Conv),1,0.536,4298.13,47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,No,Yes,65150,213850,279000,0,2153.3,4900,,Belleview Ave,"4900 Belleview Ave, Cincinnati, OH 45242, USA",-84.37747089999999,39.2223815,2022,6,Cincinnati,,65150.0,68
1143,612-0050-0034-00,9751 Ridgeway Ave,1349,510,1950,2022-04-22,295000,5,3,1,0,351770.0,WD - Warranty Deed (Conv),1,0.2,4395.65,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,92400,202600,295000,0,2200.85,9751,,Ridgeway Ave,"9751 Ridgeway Ave, Cincinnati, OH 45242, USA",-84.3840917,39.2357217,2022,4,Cincinnati,,92400.0,74
1144,612-0050-0039-00,4517 Cooper Rd,937,510,1951,2022-06-04,270000,8,4,2,0,304095.0,WD - Warranty Deed (Conv),1,0.161,4025.84,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,80640,189360,270000,0,2014.43,4517,,Cooper Rd,"4517 Cooper Rd, Cincinnati, OH 45242, USA",-84.38406119999999,39.2365073,2022,6,Cincinnati,,80640.0,73
1145,612-0060-0248-00,4722 Alpine Ave,1044,510,1957,2022-04-14,113000,6,2,1,0,299487.0,WD - Warranty Deed (Conv),1,0.238,3249.67,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,94250,123580,217830,0,1627.86,4722,,Alpine Ave,"4722 Alpine Ave, Blue Ash, OH 45242, USA",-84.3799042,39.22368420000001,2022,4,Blue Ash,,94250.0,67
1146,612-0060-0336-00,9084 Blue Ash Rd,1210,510,1939,2022-06-24,200000,5,2,1,0,306054.0,WD - Warranty Deed (Conv),1,0.14,2977.36,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,90000,110000,200000,0,1490.19,9084,,Blue Ash Rd,"9084 Blue Ash Rd, Cincinnati, OH 45242, USA",-84.38289069999999,39.2234522,2022,6,Cincinnati,,90000.0,85
1147,612-0060-0461-00,9398 Blue Ash Rd,1247,510,1949,2022-05-21,270000,7,4,1,1,302967.0,EXD - Executors Deed (Conv),1,0.375,4546.83,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,108210,197230,305440,0,2276.44,9398,,Blue Ash Rd,"9398 Blue Ash Rd, Cincinnati, OH 45242, USA",-84.38018869999999,39.2282639,2022,5,Cincinnati,,108210.0,75
1148,612-0060-0467-00,4585 Edwards Ave,850,510,1956,2022-06-14,203000,5,2,1,0,305066.0,WD - Warranty Deed (Conv),1,0.169,3021.0,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,85410,117590,203000,0,1512.01,4585,,Edwards Ave,"4585 Edwards Ave, Cincinnati, OH 45242, USA",-84.3830139,39.2275863,2022,6,Cincinnati,,85410.0,68
1149,612-0070-0058-00,4474 Victor Ave,1184,510,1952,2022-05-26,211000,6,4,2,0,325388.0,WD - Warranty Deed (Conv),1,0.138,4503.51,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,75600,226900,302500,0,2254.78,4474,,Victor Ave,"4474 Victor Ave, Blue Ash, OH 45242, USA",-84.38650369999999,39.228928,2022,5,Blue Ash,,75600.0,72
1150,612-0070-0134-00,9370 Cardinal Ct,1184,510,1953,2022-06-16,187000,6,4,1,0,333982.0,WD - Warranty Deed (Conv),1,0.143,2878.16,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,No,Yes,79610,107390,187000,0,1440.59,9370,,Cardinal Ct,"9370 Cardinal Ct, Cincinnati, OH 45242, USA",-84.3896649,39.2285946,2022,6,Cincinnati,,79610.0,71
1151,612-0070-0260-00,4326 Villa Dr,977,550,1972,2022-04-11,120000,4,2,1,1,299133.0,WD - Warranty Deed (Conv),1,0.0,1847.44,47.604103,SYCAMORE CSD,61219 - MONTE LINDO CONDO,No,No,No,No,Yes,9400,110600,120000,0,924.93,4326,,Villa Dr,"4326 Villa Dr, Blue Ash, OH 45242, USA",-84.3920254,39.2293759,2022,4,Blue Ash,,9400.0,52
1152,612-0070-0364-00,9306 Hunters Creek Dr,1266,550,1986,2022-05-09,230000,5,2,2,1,301632.0,WD - Warranty Deed (Conv),1,0.0,3424.48,47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,Yes,23400,206600,230000,0,1713.45,9306,,Hunters Creek Dr,"9306 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.3890504,39.22693659999999,2022,5,Blue Ash,,23400.0,38
1153,612-0070-0409-00,9388 Hunters Creek Dr,1083,550,1991,2022-04-20,235000,5,2,2,0,300038.0,SV - Survivorship Deed (Conv),1,0.0,3499.04,47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,Yes,23400,211600,235000,0,1750.73,9388,,Hunters Creek Dr,"9388 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.389349,39.2270419,2022,4,Blue Ash,,23400.0,33
1154,612-0090-0072-00,3837 Cooper Rd,1013,510,1951,2022-04-22,195000,5,2,1,0,300283.0,WD - Warranty Deed (Conv),1,0.996,2902.08,47.604103,SYCAMORE CSD,61207 - BLUE ASH 07,YES(09),Yes,No,Yes,Yes,92580,102420,195000,0,1452.55,3837,,Cooper Rd,"3837 Cooper Rd, Cincinnati, OH 45241, USA",-84.40515,39.236526,2022,4,Cincinnati,,92580.0,73
1155,612-0121-0046-00,9939 Timbers Dr,1159,555,1979,2022-04-20,229000,5,2,1,1,299945.0,WD - Warranty Deed (Conv),1,0.014,3407.86,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,201000,229000,0,1705.14,9939,,Timbers Dr,"9939 Timbers Dr, Cincinnati, OH 45242, USA",-84.39472150000002,39.239162,2022,4,Cincinnati,,28000.0,45
1156,612-0121-0071-00,9954 Timbers Dr,1360,555,1979,2022-04-26,188550,6,3,3,1,300445.0,WD - Warranty Deed (Conv),1,0.014,2806.4,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,160550,188550,0,1404.41,9954,,Timbers Dr,"9954 Timbers Dr, Cincinnati, OH 45242, USA",-84.39387049999999,39.2400883,2022,4,Cincinnati,,28000.0,45
1157,612-0140-0114-00,5070 Bell Ave,1083,510,1959,2022-06-24,193000,5,2,1,1,306053.0,WD - Warranty Deed (Conv),1,0.241,3118.26,47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,Yes,50160,159370,209530,0,1560.64,5070,,Bell Ave,"5070 Bell Ave, Blue Ash, OH 45242, USA",-84.3724975,39.2561675,2022,6,Blue Ash,,50160.0,65
1158,612-0170-0326-00,11189 Jardin Pl,1347,555,1986,2022-06-14,270000,4,2,2,1,305184.0,WD - Warranty Deed (Conv),1,0.068,4016.48,47.604103,SYCAMORE CSD,61232 - JARDIN DEL FLEURS LANDO,No,No,No,Yes,Yes,44000,226000,270000,0,2009.45,11189,,Jardin Pl,"11189 Jardin Pl, Blue Ash, OH 45242, USA",-84.3827554,39.2706835,2022,6,Blue Ash,,44000.0,38
1159,612-0180-0146-00,10859 Fallsington Ct,1392,555,1984,2022-04-29,239900,6,3,2,2,300809.0,WD - Warranty Deed (Conv),1,0.043,3569.22,47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,Yes,30000,209900,239900,0,1785.82,10859,,Fallsington Ct,"10859 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3598847,39.25939169999999,2022,4,Cincinnati,,30000.0,40
1160,612-0180-0177-00,10811 Fallsington Ct,1392,555,1984,2022-05-18,242000,6,3,2,2,302549.0,WD - Warranty Deed (Conv),1,0.04,3600.2,47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,Yes,30000,212000,242000,0,1801.31,10811,,Fallsington Ct,"10811 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3607208,39.2580535,2022,5,Cincinnati,,30000.0,40
1161,612-0190-0064-00,11024 Labelle Ave,1156,510,1994,2022-04-29,241500,6,3,2,0,300873.0,WD - Warranty Deed (Conv),1,0.17,3718.93,47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,Yes,No,No,Yes,47550,193950,241500,0,1862.49,11024,,Labelle Ave,"11024 Labelle Ave, Cincinnati, OH 45242, USA",-84.3628885,39.2640051,2022,4,Cincinnati,,47550.0,30
1162,620-0060-0025-00,11875 Rich Rd,1493,510,1941,2022-06-24,250000,5,3,1,0,306091.0,WD - Warranty Deed (Conv),1,0.711,4908.25,60.666397,LOVELAND CSD,62006 - SYMMES 06,No,No,No,No,Yes,67410,182590,250000,0,2461.69,11875,,Rich Rd,"11875 Rich Rd, Loveland, OH 45140, USA",-84.272342,39.2808946,2022,6,Loveland,,67410.0,83
1163,620-0070-0143-00,11688 Kosine Ln,1172,510,1957,2022-06-27,250000,6,3,1,0,306166.0,WD - Warranty Deed (Conv),1,0.46,4744.19,60.666397,LOVELAND CSD,62007 - SYMMES 07,No,No,No,Yes,Yes,37800,212200,250000,0,2379.66,11688,,Kosine Ln,"11688 Kosine Ln, Loveland, OH 45140, USA",-84.2933106,39.278628,2022,6,Loveland,,37800.0,67
1164,620-0070-0174-00,11751 Woodwind Dr,1168,510,1956,2022-04-12,259000,5,3,2,0,299264.0,WD - Warranty Deed (Conv),1,0.46,4914.45,60.666397,LOVELAND CSD,62007 - SYMMES 07,No,No,No,Yes,Yes,38400,220600,259000,0,2464.79,11751,,Woodwind Dr,"11751 Woodwind Dr, Loveland, OH 45140, USA",-84.29235059999999,39.2802793,2022,4,Loveland,,38400.0,68
1165,620-0190-0076-00,11751 Enyart Rd,1477,510,1956,2022-06-16,270000,6,4,1,0,305486.0,WD - Warranty Deed (Conv),1,0.545,5128.58,60.666397,LOVELAND CSD,62019 - SYMMES 19,No,No,No,Yes,Yes,61600,208400,270000,0,2574.88,11751,,Enyart Rd,"11751 Enyart Rd, Loveland, OH 45140, USA",-84.31128369999999,39.2813871,2022,6,Loveland,,61600.0,68
1166,620-0190-0398-00,9108 Dominion Cr,1232,550,1984,2022-05-19,199820,6,3,2,1,302713.0,WD - Warranty Deed (Conv),1,0.0,3373.22,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,Yes,24700,175120,199820,0,3373.22,9108,,Dominion Cr,"9108 Dominion Cir, Cincinnati, OH 45249, USA",-84.3081269,39.2887434,2022,5,Cincinnati,,24700.0,40
1167,620-0190-0417-00,9134 Dominion Cr,1376,550,1984,2022-06-07,162500,6,2,2,1,304463.0,FD - Fiduciary Deed (Conv),1,0.0,2835.58,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,Yes,24700,137800,162500,0,1420.81,9134,,Dominion Cr,"9134 Dominion Cir, Cincinnati, OH 45249, USA",-84.3082604,39.2887196,2022,6,Cincinnati,,24700.0,40
1168,620-0190-0466-00,9169 Dominion Cr,1216,550,1985,2022-05-18,199820,6,2,2,1,302611.0,WD - Warranty Deed (Conv),1,0.0,3485.24,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,Yes,24700,175120,199820,0,3485.24,9169,,Dominion Cr,"9169 Dominion Cir, Cincinnati, OH 45249, USA",-84.308341,39.2881255,2022,5,Cincinnati,,24700.0,39
1169,620-0190-0471-00,9160 Dominion Cr,1216,550,1986,2022-04-11,206000,6,2,2,1,299113.0,WD - Warranty Deed (Conv),1,0.0,3477.68,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,Yes,24700,181300,206000,0,1741.86,9160,,Dominion Cr,"9160 Dominion Cir, Cincinnati, OH 45249, USA",-84.3081783,39.2876972,2022,4,Cincinnati,,24700.0,38
1170,620-0190-0661-00,12010 205 Carrington Ln,1450,550,1995,2022-05-20,178000,6,2,2,0,302859.0,WD - Warranty Deed (Conv),1,0.0,3005.38,53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,Yes,20400,157600,178000,0,1505.71,12010,205,Carrington Ln,"12010 Carrington Ln Apt 205, Loveland, OH 45140, USA",-84.2990243,39.2870235,2022,5,Loveland,,20400.0,29
1171,620-0190-0685-00,12051 102 Carrington Ln,1450,550,1995,2022-04-08,195000,6,2,2,0,298913.0,WD - Warranty Deed (Conv),1,0.0,3298.36,53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,YES(13),No,No,Yes,Yes,20400,174600,195000,0,1652.2,12051,102,Carrington Ln,"12051 Carrington Ln Unit 102, Loveland, OH 45140, USA",-84.2990987,39.288627,2022,4,Loveland,,20400.0,29
1172,620-0190-0733-00,12091 104 Carrington Ln,1112,550,1996,2022-05-10,181500,5,2,2,0,301766.0,WD - Warranty Deed (Conv),1,0.0,3067.32,53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,Yes,20400,161100,181500,0,1536.68,12091,104,Carrington Ln,"12091 Carrington Ln Apt 104, Loveland, OH 45140, USA",-84.29696369999999,39.2884445,2022,5,Loveland,,20400.0,28
1173,620-0190-0737-00,12091 208 Carrington Ln,1112,550,1996,2022-05-24,160000,5,2,2,0,339531.0,QE - Quit Claim Deed (EX),1,0.0,2702.1,53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,Yes,20400,139600,160000,0,1354.07,12091,208,Carrington Ln,"12091 Carrington Ln Apt 208, Loveland, OH 45140, USA",-84.29696369999999,39.2884445,2022,5,Loveland,,20400.0,28
1174,620-0204-0085-00,11807 Vaukvalley Ln,1065,550,1986,2022-05-24,270000,5,2,1,1,303123.0,WD - Warranty Deed (Conv),1,0.0,4558.84,53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,Yes,36000,234000,270000,0,2282.44,11807,,Vaukvalley Ln,"11807 Vauk Valley Ln, Cincinnati, OH 45249, USA",-84.31943629999999,39.2828232,2022,5,Cincinnati,,36000.0,38
